TackleEnemy,35,1,35,2,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,20,1,35,2,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,5,1,35,2,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,-10,1,35,2,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,-25,1,35,2,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,35,1,-35,2,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,20,1,-35,2,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,5,1,-35,2,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,-10,1,-35,2,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,-25,1,-35,2,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,15,1,25,5,1:03,6,3:04,5,2,1:03,0,0
TackleEnemy,-15,1,25,5,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,15,1,-25,3,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,5,1,-25,3,1:03,6,3:04,5,1,1:03,0,0
TackleEnemy,-15,1,-25,3,1:03,6,3:04,5,2,1:03,0,0
BombEnemy,35,1,30,2,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,35,1,15,2,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,35,1,0,2,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,35,1,-15,2,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,35,1,-30,2,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,-35,1,30,2,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,-35,1,15,2,1:03,7,3:04,2,1,1:03,0,0
BombEnemy,-35,1,0,2,1:03,7,3:04,2,1,1:03,0,0
BombEnemy,-35,1,-15,2,1:03,7,3:04,2,1,1:03,0,0
BombEnemy,-35,1,-30,2,1:03,7,3:04,2,1,1:03,0,0
BombEnemy,25,1,20,3,1:03,7,3:04,2,1,1:03,0,0
BombEnemy,25,1,5,3,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,25,1,-20,3,1:03,7,3:04,2,2,1:03,0,0
BombEnemy,-25,1,20,5,1:03,7,3:04,2,1,1:03,0,0
BombEnemy,-25,1,-20,5,1:03,7,3:04,2,2,1:03,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
エネミーの名前,座標X,Y,Z,大きさ,HP,索敵範囲,クールタイム,速度,攻撃力,突撃回数,子機発射間隔,発射数
例：TackleEnemy,2,0.5,1,"1,2","1,3","4,6","3,4","2,4","1,3","1,3",0,0
